,id,tuit,G,L,B,T,O
206,366668456805928960,"Aaah, viejillo mañurl puñal, diría yo url",1,0,0,0,0
207,918488768218353664,"Digo, la idea no es satanizar ningún modo ser mujer. Ningún modo es más correcto. Solo me sorprende lo COMÚN que es la vieja trans sexuada. url",0,0,0,1,0
208,889194519371108352,no justin porqueeeee!! porque te me hiciste gay tu tambien :(,1,0,0,0,0
209,710522629556293632,"fernanfloo no as hecho lo que te dige de geometry dash que juegues otro nivel que no sea online o eres marica, puto miedos de mierda maricon",1,0,0,0,0
210,1502311342115635200,"@eddy_tigre22 @VladimirGarciaG @Tamedamus @FJG_TD Acá hay uno del 2021, de hecho un twitter search “rayado maricon” y hay de todos los años url",1,0,0,0,0
211,1265382225400528896,@Olbaid666 @Cristiano Esta medio gay tu pregunta jajaja pero si el cabello largo viene de moda dale micky,1,0,0,0,0
212,1029212932553539584,@_TioGamboin Ya valiste verga con tu url Lo ves? Soda es de jotos.,1,0,0,0,0
213,1418657678184927232,"La chinita sigue creyendo que el Frank es ""hombre""

Hasta mayate tiene en el gimnasio.",1,0,0,0,0
214,1129223618817404800,"Que joto queriendo hacer un gol, fingiendo una falta.  

#Tipicodelamerica",1,0,0,0,0
215,1251486596316172288,"Y ese JAVIER a la torre que? Si ni siquiera sabe si es hombre o que? Experto en mentiras y edición de noticias, deberían de vetarlo hasta del mundo de los homosexuales. Mariquita sin calzones url",1,0,0,0,0
216,843544800628375552,Traguese bien la verga o lo madreo puñal url,1,0,0,0,0
217,467518982048608256,"Pinches científicos pillos. Economizar el desarrollo de biocombustibles? nel, vamos a investigar cuáles animales suelen ser bisexuales, lol",0,0,1,0,1
218,336220947013066752,"-Eres de mente abierta
-No porque?
-Y esos homosexuales
-No seas culero, son alumnos de la @UVM campus tuxtla.",1,0,0,0,0
219,921013859015626752,No cabe duda que yo me visto medio vato y el se viste super gay😂😂😂😂,1,0,0,0,0
220,569872302722019328,Enojarse con Sean Penn es de mujeres negras. Negras y lesbianas.,0,1,0,0,0
221,683351251602386944,"Así nuestro México que consulta a un charlatán y transexual para ver como le irá este año, dan hueva paisanos #MhoniEsHechiceroDeSatanas",0,0,0,1,0
222,624050765795987456,Jueguen pinches jotos que para ser campeón le tienes que ganar a todos,1,0,0,0,0
223,770305338159435776,¿Descansaron al joto asqueroso de Alex Kaffie para que @LuciaMendezP estuviera en @programa_hoy ? 😂😂😂😂,1,0,0,0,0
224,429084859152072704,Que chido estuvo el masaje! Lo cagante fue que al ultimo me di cuenta que era puto😶💥🔫,1,0,0,0,0
225,609549208505290752,Si ya sabemos que te pones en cuatro por una chela y aquí vienes a tuitear que te haces la difícil. Jota ridícula.,1,1,0,0,0
226,1190676920729387008,Los vatos sacan el lado marica y las morras el lado sharmuta,1,0,0,0,0
227,375662818466332672,"RT @danitafashion: Cuando de adultos deciden ser transgénero, pues va. Pero los niños son el reflejo de nosotros. ¡No los contaminen! &lt; wat?",0,0,0,1,0
228,1157028582826229760,(Igual y cachamos a un transformer con este tuit. Y miren.. NO ESTARÍA PARA NADA TRISTE CON ESO),0,0,0,1,0
229,757062016133505024,@hdzcontreras no sea joto capi,1,0,0,0,0
230,1041030483004534784,"Qué jotos pero en fin, me caen bien jaja 😂 url",1,0,0,0,0
231,856622523894595584,¿Tus papás saben que juegas a la bisexual en internet?,0,0,1,0,0
232,1141370352771186816,@_MiguelJasso @Abril_luna2 Ni t metiste joto,1,0,0,0,0
233,840436363346481152,"Mariquitas, Mariquitas, como niñas siempre gritan. url",1,0,0,0,0
234,724026087596908544,"Muero de risa cuando platico con un tipo que dice ser bisexual, activo súper discreto, pero jamás ha tenido novia y sus ex son pura jota 😂😂😂",0,0,1,0,0
235,524277443532951616,Nada más peligroso que un joto con Autoestima demasiado alto!,1,0,0,0,0
236,1084595112062185600,@Reporte_Indigo Cuando los hombres den a luz en una sociedad pervertida y degenerada dominada por transgéneros sí.,0,0,0,1,0
237,169239606364078080,@joker_hl @GerardoAtayde8 Cero y van dos puñal.,1,0,0,0,0
238,1239415814693859328,"Te mandaron al chorizo, puñal. url",1,0,0,0,0
239,1175610795859828736,"@LiLHeathenMMA pinche joto maricon, decepcionante tu participación, jamás pagaría por verte nuevamente en el octágono",1,0,0,0,0
240,835612022754721792,No me deja de doler la panza por todo lo que he comido😖Que pasó amigo? Dónde quedó ese estómago de hierro? nos estamos poniendo medio gays.,1,0,0,0,0
241,1150599409064960000,"@CiroGomezL @lopezobrador_ Vean como el presidente electo por 30 millones de ilusionados con un supuesto cambio, no cumple nada de lo que ofrece. Aunque se trate de casos de vida o muerte. Ahora después del niño ahogado @lopezobrador_ reacciona, no por apoyarlo, sino por intentar no ser impopular. Maricon.",1,0,0,0,0
242,1154644882474110976,@NiurkaMarcosTv Creo que usted viene de una relación gay o lésbica verdad o es extraterrestre pero  confunda el amor como usted dice con una cogida. Los hijos sagrados y usted no tiene carácter social ni etico ni moral solo es su vana expresión queda shows. Por 1ra vez contigo  @_PonchoDeNigris,1,1,0,0,0
243,347927308264407040,"En una sociedad donde las preferencias sexuales son una moda y no una libre elección aparentemente innata, aborrezco a los ""homosexuales"".",1,1,0,0,0
244,704142635129135104,"Intensamente y Creed, todo lo demás está de hueva, pretencioso y gay te odio puta chica danesa",1,0,0,1,0
245,985936222261428224,@charlsjav Pinches jotos,1,0,0,0,0
246,789207969061670912,Y la jotita Michoacána?,1,0,0,0,0
247,1540146994588647424,9 puñales viéndose fijamente. url,1,0,0,0,0
248,1327418957507137536,@MaricelaArnaiz @_Bisou_Caramel_ No soy puñal.,1,0,0,0,0
249,1385295424815251712,@Erik__Ra No uso desodorante ni artículos homosexuales yo huelo a hombre,1,0,0,0,0
250,1361317360859291648,@kazitas78 Se ven bastante jotos,1,0,0,0,0
251,553356284561719296,@julio_t9 @CARandDRIVER @Hennessey_Perf que marica,1,0,0,0,0
252,294149728025866240,@gaboo_o  e joto invitate a ver el juego el sabado jijiujiuj,1,0,0,0,0
253,923029412450316416,Poropompom el que no salte es un chemo maricon,1,0,0,0,0
254,1008199281151545216,@oficial_AAAdave @Margarita_Ramss @TonyElpatron97 Calmate afeminado,1,0,0,0,0
255,902711849480839168,Cómo por qué tiene 6 favs putos url,1,0,0,0,0
256,803431516223262720,Puto el que lo lea :v,1,0,0,0,0
257,690785260091547648,@MalignaBambola nonpues que esta ciego o que que una chica sexi te habiente el can .pues de plano es gay o algo le pasa y que mal por ti,1,0,0,0,0
258,1331457661846630400,Me sacaron una muestra de sangre 🩸 en la tarde y mi brazo aun siente dolor. Soy tan pinché maricon para todo lo que implique agujas en mi cuerpo que me da harta risa cuan joto soy #inyeccion #muestradelaboratorio #sangre #MTY url,1,0,0,0,0
259,1286447879142486016,"Todos ofendidos porque Molotov cantaba PUTO, wey en México el PUTO no lo vemos como sinónimo de “homosexual” PUTO es el que le pone salcita de la que no pica a sus tacos, el que le va al America, el que se ofende de cualquier pendejada, esos son los PUTOS! url",1,0,0,0,0
260,741265550580420608,@_ItzelArizpe pero pues esta bien. No? Aclaro que lesbiana de las bonitas. De las que salen en las porno y así. No de las de Tacubaya,0,1,0,0,0
261,930497891193511936,@_AngelAlcala @amealegarza OH RAYOS! YA VINO EL JOTO,1,0,0,0,0
262,865058595536199680,@revistaproceso pinche joto!,1,0,0,0,0
263,459742933168562176,@43Danielsh sin ser joto,1,0,0,0,0
264,1481731196426067968,@caderas_blancas @FerLeon_Mx @callodehacha @lopezobrador_ Mira nomás! Y el hombre trans tiene escroto? Digo aprovechando el comentario,0,0,0,1,0
265,1341066933144346624,"@lord_inario No tiene, es puñal",1,0,0,0,0
266,1017817975389409152,"@KMbappe @neymarjr Nel mi #Mbappe, que chingue a su madre el putito de 💩 de #Neymar, un #AigrecitoJuerte y se cae pinque mariquita de miércoles #ALV",1,0,0,0,0
267,684167743017357312,¿Desde cuándo los jugadores de fut se volvieron tan homosexuales? url,1,0,0,0,0
268,1119818976601747584,"@Kali_ta Que renuncie este estupido presidente antiPorfirista, y que renuncien todos los del senado de la Republica por permitir que  los maricas y lesbianas, y transexuales sean respetados. DEBEN SER FUSILADOS.",1,1,0,1,0
269,460880708051820480,"@Luzkabrona no sabía que eras lesbiana aunque sí tienes como tipo de machete, pero me sorprende que te encueres😷😷",0,1,0,0,0
270,717137013586001920,@EdgardBeltran @AlexBurruel1 no traen nada jotos,1,0,0,0,0
271,1461362505406562304,Esto está más montado que el pitó de una drag url,0,0,0,1,0
272,462999881846493184,@normareyessolis los dos Jotazos ojalá fueran homosexuales pero son maricas con poder y de closet secreto a voces!,1,0,0,0,0
273,703406372172378112,@LilveronicaR @marica_1029 my sueño hecho realidad. 😍 url,1,0,0,0,1
274,1527820940708524032,@RenaSuspendido @PonchoGutz Ya no contesto el jotito,1,0,0,0,0
275,1187539859864522752,Es un homosexual reprimido y por eso está resentido con la vida url,1,0,0,0,0
276,602337474921107456,"Alguien recuerda cuando salió Justin Bieber con su sencillo ""Baby"" y todos pensamos ""que bueno que le den la oportunidad a una lesbiana""???",0,1,0,0,0
277,816015570734870528,@RoVazquezL y es un joto pocos huevos. Si tienes foto: dm y la publicamos nosotros!!!!,1,0,0,0,0
278,1014271597450969216,@_MichelleSamano El niño parece doña cincuentona lesbiana del sur.,0,1,0,0,0
279,1065400684856656000,Este marica solo se quiere deslindar de sus promesas de campas. url,1,0,0,0,0
280,1315808736926146560,Ser valiente ponga #Foto y no Sea #Maricon  yo tengo mi foto @MarceTyS aunque también algo tapada pero me pongo con ud 🐜 url,1,0,0,0,0
281,543601407782576128,RT @angelgcm: Malo que fuera joto jJajajajajajaja 😂👌 url &lt; Que triste. Que fuerte ver a un chiquito hablar así. :(,1,0,0,0,0
282,626927408361242624,"Lo que tienes de hablador, los tienes de PUTO",1,0,0,0,0
283,1195627213015547904,@WeritaAraiza No me veo con unos pantalones atigresados!! Que jotos jajajaja,1,0,0,0,0
284,1367521490414018560,"@JesusLopcorCSL @ElCarlosRdz @RamonUz11 Falta y quieras a la gilbertona wey, inche maricon jajajajajaja url",1,0,0,0,0
285,1211918078587678720,Pinche grupito de puros putos no mmes,1,0,0,0,0
286,886753352326889472,Me he vuelto muy marica con las películas de amor. Me odio.,1,0,0,0,0
287,913619000348754048,@52lindaG Si🌚 me gusta la pelea. Jijiji vamos a darnos en la madre mariquita,1,0,0,0,0
288,902653221532991616,"@Mario__TAG @freddier Nono. CURSO PROFESIONAL De Eco Drag Race Car. * Estudiantes por los millones, se crowdsourcea un nuevo Tesla *",0,0,0,0,1
289,681570728316157952,"¿A dónde te vas a ir de vacaciones?
-Nueva York
-Las Vegas
-París
-Londres.
Todas las jotas clichés que no se saben otros destinos.",1,0,0,0,0
290,1273047954077736960,"@edgaromarel @SoyDonParty @XoloElvis @Claudiashein @lopezobrador_ Aparte de joto con delirio de persecución, si te fuera a secuestrar van en comiendo y camionetas no en un taxi acompañado de una niña. Chairo estupido.",1,0,0,0,0
291,577318743736385536,@Eneberreache @carlosmaguey pos por marica,1,0,0,0,0
292,1039871898757353600,"@EstebanMqzG Que puto primero se burla de nuestro crack y luego llora cuando lo encaran 
#marica",1,0,0,0,0
293,665013446497275904,"Por que hay puros PUTOS ahí ? 
Por que lloran como señoritas los hombres ? 
Son puros puñales ?  url",1,0,0,0,0
294,771199063282692096,@DanielPolina21 marica,1,0,0,0,0
295,1145127622311129216,"Hay que promover una ley contra la propaganda homosexual, que condene la difusión de cualquier tipo de promoción de la homosexualidad dirigida a menores de edad con multas y penas de cárcel. url",1,0,0,0,0
296,785563493005078528,"""Es que es url""

@sneeil 🙊😅😄",0,0,0,0,1
297,1206239482338512896,"@GlodeJo07 Puro pinché chairos y chairas huevonas que se pongan a chingarle y dejen de estar de mariquitas 
Por eso estamos como estamos por esta gente que no sirve para nada
A chingarle a trabajar y estudiar
Bola de bale madres como él gobierno chairo que tenemos encabezado por López 🤬💪",1,0,0,0,0
298,1444557418860617728,@Danielcp08 No llore joto jaja,1,0,0,0,0
299,750745979763122176,"Cc que Jotos los hombres que usan ""Cc""",1,0,0,0,0
300,359231900507836416,Tener todos los álbumes de Justin en iTunes no me convierte en gay verdad?,1,0,0,0,0
301,664676305409957888,👏👏👏👏👏👏👏👏 pinche joto,1,0,0,0,0
302,1101265720157986816,@dparamooficial Te hablan @ejimenezalvarez &gt; puto!,1,0,0,0,0
303,822344910321885184,Morirse en una clase de la escuela es pa' jotos,1,0,0,0,0
304,1319254718967840768,"@sergiotbh Yo no estoy en contra de los homosexuales, es más, tengo amigos. Mientras se queden ahí, con sus actividades ""peculiares"" y no se quieran casar o peor aun adoptar a niños inocentes, yo seguiré apoyando.",1,0,0,0,0
305,1553820159047045120,"🔥HOY vista la Tienda @Gravitymty
➡Calle Matamoros 917, Barrio Antiguo #Monterrey
📱8117168513

#guadalajara #jalisco #cdmx #mexico #saltillo #Jockstraps  #underwear #swimwear #gym #gdl #mty #jal #short #bañadores #bikinis #thongs #brief #gay #tshirts #underwear #ropa #playeras url",0,0,0,0,1
306,531198949542354880,Hey joto estoy aquí afuera de tu privada @cesarvc94,1,0,0,0,0
307,1572971236447162368,"@mickemeda Aplica de cualquier modo, si muchos homosexuales michoacanos fueron a cedemex se desequilibró la balanza dejando una concentración anormal",1,0,0,0,0
308,468890649081946112,@asfixiada tienes una sobrina lenchita desde chiquita o tenía hambre nada más?,0,1,0,0,0
309,1274896152987607040,"Mi Panda de Oro con el miembro de fuera. Lo quiero mucho, vaya cagada de Fox Sports rompiendo el tridente mágico para meter con calzador en las narraciones a la machorra.",0,1,0,0,0
310,1205001076749066240,@jesusEsc11 Callate joto,1,0,0,0,0
311,749310211660271616,"-Mario es un puro maricon
-Ese puto maricon ya tiene disco de oro
TDFW 😎🤘🏼

-Ale🤘🏼 url",1,0,0,0,0
312,854362501894615040,Pinche jota.,1,0,0,0,0
313,1170319735902412800,"Siempre los cariñitos me han parecido para maricones, y ahora hablo contigo en diminutivo, con nombres de url",1,0,0,0,0
314,1192326946178392064,"@cardonamex @antonio78391259 Los insultos no son por  informar, son por mal informar, para desprestigiar,  andan pregonando de lo que carecen el que se lleva aguanta y no anda de cobarde ni de chillón cómo marica de ropero viejo No que muy sácale punta hipócrita..",1,0,0,0,0
315,671005708674961408,"@vikh666 estuvo (se escuchará medio joto, pero es la verdad) re bien bonito.",1,0,0,0,0
316,968340366138232832,"@TeamMovAzul Ah pero primero estabas mame y mame ""este la la a romper "" ""excelente trabajo de la directiva "" coman caca igual ches putitos villamelones. 🙄",1,0,0,0,0
317,896903436947607552,"En época de Hitler no se decía ""eres gay"" y, sí ""eres un joto"" al campo de concentración @UndiaParticular @EdithGonzalezMx @dgomezcasanova url",1,0,0,0,0
318,905219476630720384,"@marianadurazom @CrisRivera22 No sean maricas, vamos a comprar otro mejor para empezar a escribir historias. 😊",1,0,0,0,0
319,977610250244231168,@GeraLetipichia7 Huele a marica,1,0,0,0,0
320,357185612664668160,"Lo siento, soy muy marica para el dolor )':",1,0,0,0,0
321,765344887239610368,Pinche estupido marica wey quítate del aparato alv 😑,1,0,0,0,0
322,1132629824806281216,"@_LASNOTICIASMTY @Katerin Cavazos y el @jotoprieto Qué te puede decir este pendejo que viene 3 a 4 veces a Monterrey , engrandecido a jotos pendejos url",1,0,0,0,0
323,692502951080890368,"Si ves un perro callejero  y a un gay mata primero al perro, el deber es primero y despues la diversion #ExterminenPerrosDeLaCalle",1,0,0,0,0
324,843852637799923712,"Sabía que eran maricas, pero no tan descarado!!! 😂😂😂😂 url",1,0,0,0,0
325,1325923083593592832,JAJAJAJAJAJAJA MARICA DE MMMMMM url,1,0,0,0,0
326,689268516843696128,"Señor @eliabito le sienta bien la televisión, debería ser conductor de tv, nomas hable con más huevos que se escucha como joto jajaja",1,0,0,0,0
327,1366987809907765248,@Tamedamus @atlasfc Las mariquitas les dicen ahora!!!,1,0,0,0,0
328,785677557718933504,@Luis_AcaShore jajaja! Cállate que eres el menos indicado en hablar!!pero ya veo que eres un maricon que le encanta pelar con viejas,1,0,0,0,0
329,733871888582115328,"Me acabo de enamorar de un hombre y resulta que es lesbiana, juay Diosito me haces esto to me?",0,1,0,1,0
330,1421565139006918912,@metik Pinche puto. Y seguramente se mete otras cosas,1,0,0,0,0
331,645426982792990720,"¡No te tocaron, pinche maricon!",1,0,0,0,0
332,1285232597027741696,@agh_bo @Adal_gvc No lloren jotos,1,0,0,0,0
333,870474117316657152,"LeBron es una diva, todo reclama, ojalá hubiera jugado contra los Pistons o Knicks para que viera que es madriza.

Mariquita el ""rey""",1,0,0,0,0
334,1240374871009484800,"En mi caso con:
- Closeteros
- Escorpio (son los peores tlj)
- Doctores
- Ni con niños ricos hijos de papi y mami url",1,0,0,0,0
335,1121441752072605568,"@Psaramanuela2 @palopalitom Visaje el suyo marica, ya sé ve peor que ya sabemos quien ...",1,0,0,0,0
336,1074576595384393600,Puto viejo joto alvvvvvvv pícate el culo con tu punto formato a3 y las vergas esas de ishikawa me la pelan alv pendejo metete el 6 por la verga alvvvvvvvvv,1,0,0,0,0
337,1297585285446774784,@Fer_Gay Tienes más entradas que la defensa del América (la cuando se empiece a quedar pelón),0,0,0,0,1
338,688218541133139968,"Mariquita mariquita, como niña siempre gritas",1,0,0,0,0
339,836024173621293056,Comprar ropa de mujer aunque parezca de hombre te hace gay? Sean serios,1,0,0,0,0
340,1174194793997570048,"@Zangavii @Zangavii será gay solo así se entiende su accionar de por sí tienen fama de maricones, no piensa le gana la emoción",1,0,0,0,0
341,1122894945134759936,Puro joto va a la escuela hoy,1,0,0,0,0
342,1355000248427565056,@Csalcedojr con ese color de cabello parece travesti de la merced! Jajajajaja @TigresOficial url,0,0,0,1,0
343,1115291754234883968,Tantos tatuajes y yo taaaaan pobre y marica al dolor 😖,1,0,0,0,1
344,460992967050657792,"Hasta eso los hombres gays como que son mas estéticos y refinados, las lesbianas machines no url ya, saludos a la comunidad LGBT.",1,1,0,0,0
345,1422609125897240576,ME URGE DECIRLE A UNA MUJER TRANS QUE ES HOMBRE Y QUE SU PRÓSTATA url,0,0,0,1,0
346,1208520706159341568,Paco maricón QL url,1,0,0,0,0
347,939273879410892800,Homosexuales de agarran a puñaladas? El chiste se cuenta sóurl url,1,0,0,0,0
348,798623519496142848,"@BullyingFutbol listo , entonces te envio donde sea maricon.",1,0,0,0,0
349,1385689707942608896,Ya tiene cara  el maricon cobarde pocos huevos @AccionNacional  UAEM url,1,0,0,0,0
350,1408834069828415488,@Gerard_Zarate Quien va a querer ser una loca amanerada?,1,0,0,0,1
351,774796575507828736,"Que mamada eh !
Seguramente todos los que irán a esa pendeja marcha , son mas closeteros que nada! #MarchaPorLaFamilia",1,0,0,0,1
352,1118193779348050048,Para qué ser una jotita discreta si puedes ser hetero-moderna.,1,0,0,0,0
353,734914913462689792,"@ErikaAraujo1 @Reporte98_5 en contra, debe ser papá y mamá, más no gay y gay. Saludos desde el sur del df. Tráfico fluido el sabueso dl Sur",1,0,0,0,0
354,743315953501376512,"@HadaLizy @CervezaTecate @tecate no hay broncas, usemos mujeres Trans peluqueras para hablar de orientación sexual. Educación nula.",0,0,0,1,0
355,706579221326344192,@rdz_roberto @donrober_ nosotros si sabemos. Perder marica,1,0,0,0,0
356,1244056120852992000,"Que asco mi vida santa
Que asco corazón santo. 
mi TL está lleno de jotos haciendo ejercicio
POOOOOOOOOOG",1,0,0,0,0
357,487004312287989760,Con Argentina se chingan pinches holandeses maricones hijos de su PTM!!!!,1,0,0,0,0
358,618830479895085056,@AlbertooCervera jjajajaja homosexual,1,0,0,0,0
359,902899517422538752,"@L_Hirieo Otro
-  feministas tradicionales: ""la imagen de la mujer es cosificada para el hombre""... mujeres trans: ""quiero ser re sexy (cirugías mil)""",0,0,0,1,0
360,947204872348229632,Había conocido gays y a ti 🤢.,1,0,0,0,0
361,238468166655828000,@DanielGCalderon te cortaste el pelo marica ?,1,0,0,0,0
362,1568436821910233088,Jajajajaja me voy enterando que la alcoholica closetera me acaba de decir “BORRACHO” y que le tiraba la onda a los ejecutivos de @ImagenTVMex 😂😂😂😂 anda ardida esa mujer!!,0,1,0,0,0
363,1050761574921715584,Nos cooperamos para hacerle una restauración? A ese @clarketo ? Pero de culo que seguro es lo que busca arreglarse el closetero del clark. Su bautizo fue de 🥛 que se acuerde y regresa al buen camino 😂😂😂😂 url,1,0,0,0,0
364,412738088314482688,"Un slam como en el rocodromo, culos toodos, miedosos, maricas.",1,0,0,0,0
365,810549175867670528,Anoche no me desmaquille y hoy paresco travesti,0,0,0,1,0
366,1520507477338509312,"Nosotros los rockeros: pinches BTS son bien puros. 

Nosotros los rockeros tambien: calmateeee cabron, Freddy Mercury no era url Era su Putisima majestad.",1,0,0,0,0
367,1178160776176996352,@Pierre_C97 @vEdgar45 @pptnlk @MonchePepe @InvictosSomos Si la verdad se ve muy joto ese!!! 🙈🙄🤣,1,0,0,0,0
368,1131246877884551168,@MaestroDoria Ese nombre suena a transexual jajaja,0,0,0,1,0
369,1054878037768994816,"@AlanThePrince @n_eslaquit usted, joto xdd",1,0,0,0,0
370,550496037027454976,@AleRayado Ya vas a empezar marica.,1,0,0,0,0
371,987493713176915968,"Es feo que a esa altura quieran taparle el ojo al macho y seguir de closeteros, neta a los dos se les veía el precio y pues ojalá y el despechado haya mandado a la verga al closetero o bi o quizá solo era culero.",1,0,1,0,0
372,519981142699962368,MARICA! ✊👊,1,0,0,0,0
373,442813399856992256,"Lamentable que mis seguidores hombres, sean tan homosexuales. url",1,0,0,0,0
374,719901263089930240,"—Le aplicaremos una prueba de alcoholímetro, ¿Ha bebido hoy?
—Una capuchino moca y un Nestea frío.
—Ok, la multa es de $2,800 por maricón.",1,0,0,0,0
375,669597823504003072,"¿Por qué hay tantos homosexuales y lenchas en la carrera de QFB, aquí en la UAM? ¡¿PINCHES POR QUÉ?! 😵",1,1,0,0,0
376,1292208183516123136,@ivnuevo @noser2226 Osea sí eres marica?,1,0,0,0,0
377,983859723832365056,"La verdad Ricky es el mejor amigo hombre que todos deberían tener, yo lo quiero mucho. (Que bueno que no tiene Twitter porque luego me da un putazo por joto) ♥️",1,0,0,0,0
378,644545563241746432,"@celsoeibarra Aaaayy no,o sea si debe estar chida la actuación de este hombre pero no, ya me tienen hasta keke los trans",0,0,0,1,0
379,1343429520024629248,"@ExatlonMx @Antonio_Rosique Por mariquita, un capitán y campeón mundial, no se comporta así, Puyol le podría enseñar modales",1,0,0,0,0
380,1186041096968835072,"@fabian23ramos @DarachKMarti @FranPHolland Mi opinión del tema de actores/actrices trans es:
Cero broncas con que una persona Cis haga el papel de una persona trans pero entonces que dejen de joder y le den papeles Cis a gente trans (la inversa).",0,0,0,0,1
381,576947748336857088,@Cruz_Azul_FC ¡cómo me caga que siempre que hay ventaja se convierten en unos putos maricones y ahí es donde nos friegan carajo!,1,0,0,0,0
382,1071112156374953984,@Luisa_Vox Este tipejo es homosexual. Se odia èl mismo.,1,0,0,0,0
383,757657508571848704,@ElPulpomo @EVIDEGARAY @jrsestaca y le va a regalar un tradicional chorizouw a su hermano Marica,1,0,0,0,0
384,1121485731338293248,"@Dana_Corres @ytzmaya @sof_j @laura_lecuona @la_go_mess Hmmm te entiendo. Reconocer diferencias implica luchar por terceros.

Solo, ¿como no aplica esto con mujeres indígenas? O trans-nacionales?

Ahora, como yo lo veo -digamos que desde lo personal- yo me estoy sumando a tu lucha. No negándola.",0,0,0,0,1
385,1574111254360170496,los fifas cuando vean a mucho joto en el estadio del superbowl para ver a Rihanna url,1,0,0,0,0
386,1152263414171017216,"Me considero open mind, pero tengo mis límites, conocí a un tipo que dice ser no binario/queer, usa bigote y barba, usa tacones , botas de prosti, ropa de niñas, en verdad raya en lo ridículo, me causa intriga qué pasará por la mente de esas personas. 🤔",0,0,0,0,1
387,638192371641876480,Que pena que el mejor performance sea de unas vestidas. Que malos premios #VMAs,0,0,0,1,0
388,780556851804987392,@Ivanecia_ Se volvió transgénico y transgenero y ahora tuitea con el arroba de Lizmenita,0,0,0,1,0
389,763406020198535168,@RealMaroSilva no hay nada que me de mas disgusto que ver a una persona Trans que pasa escondiendo ser Trans. Como si .. Que.,0,0,0,1,0
390,642426313446322176,@thalia por que me bloqueaste de #Instagram acaso te dolió lo que dije de tus thalifan la lencha esa?? Respondeme,0,1,0,0,0
391,1273806571265376512,Pinche morro meco traes un Mazda y te estacionas en doble espacio para que no te lo rayen 😂 ni que fuera Ferrari joto,1,0,0,0,0
392,1373399857667399680,"Puto: check
Joto: check
Maricón: check

El problema es suyo, no nuestro.",1,0,0,0,0
393,748229030822850560,Me toco un gay en Uber☹️,1,0,0,0,0
394,715438604256829440,O ya mejor me hago puto,1,0,0,0,0
395,787775094504382464,"Mi Compa es bien marica, pero está curado el vato. 😂😂",1,0,0,0,0
396,1288957735602737152,@ASCUNMX @Jackskinripper @rivero_vic Que url ando url si no url ( como buenos putos que son) no url,1,0,0,0,0
397,1066894596268019584,Pinche joto chismoso,1,0,0,0,0
398,659989348474036224,Pinche joto!!!!,1,0,0,0,0
399,1154934827264536576,"@ManzanoDante @gilelihu Ese mariconcito todo rayado es el que dice que al Presidente lo apaleen? Chales, seguro no sale de antros gay, para después simular heterosexualidad. Sin bronca por lo LGBTTI, comunidad muy respetable, pero desde China y con neblina se le nota lo maricón, lo cobarde y lo alienado",1,0,0,0,0
400,836464095763312640,"@Caarloosgzz Quibole puto, eee peda el fin sbs tqm bye",1,0,0,0,0
401,1151178842637242368,@Andres71885443 @SancadillaNorte @lahinchadamx Con todas las historias que los rayados le han inventado a sinergia ya hubieran escrito un libro más famoso que las mil y una noches!! Lamentable!! Pero bueno se entiende si su líder es el jotito del sabalero 🤷🏻‍♂️,1,0,0,0,0
402,537425443839037440,Yo le hacia el cambio de sexo gratis a #Daniel por maldito joto cobarde #YoNoCreoEnLosHombres,1,0,0,0,0
403,502989375790403584,"""@AlmaCulera: Los hombres dicen ""sólo fue sexo"" para no verse tan maricas.

Las mujeres dicen ""fue por amor"" para no verse tan putas.""",1,0,0,0,0
404,397811375260450816,"Que difícil ver s los jóvenes de 15 y 17 años, muchos aun buscan su identidad y pasan por diversas etapas, chaka-emo-hipster-bisexual",0,0,1,0,0
405,1119798636320296960,@leftkist @realAnthonyUSA Si fueras hombre te agarro a madrazos @realAnthonyUSA . Así que mejor te madreo a puras cachetadas. #puñal,1,0,0,0,0
406,1231654692813406208,"No puedes nacer homosexual, es una mentira.",1,0,0,0,0
407,1085683296359596032,@migangelgarzam Así es de joto.,1,0,0,0,0
408,1170893958551130112,@Maggie_Glez1 El pedo es que te salga un esposo transexual y ps ahí cambia todo.,0,0,0,1,0
409,1074095413798539264,@Enea_Salgado @VelascoM_ Veeeerga y hay quien cree eso? Que este idiota maricon hizo algo bueno por Chiapas? Digo además de AMLO y sus 30 millones de idiotas,1,0,0,0,0
410,647136213808250880,Macho alfa que se respeta no se anda con esas mamadas de usar guantes para entrenar. Pinches afeminados con los huevos de adorno pendejos.,1,0,0,0,0
411,1300259001326809088,Después de esperar tanto el tenis ahora tiene uno que oír las estupideces y comentarios innecesarios además de su voz de joto de @JoseLuisClerc #TENISxESPN #USOpen2020,1,0,0,0,0
412,609934971612958720,Kpx con mi voz de trans. 🔫🔫,0,0,0,1,0
413,1298833024306614272,Esos gays apenas no les puedes decir algo y ya piensan que quieres sexo Jajajaja 😂,1,0,0,0,0
414,1288908731221250048,@Faitelson_ESPN Puto gordito ! Eres de moral distraída . Satanizando a ReNalgon Ibarra,1,0,0,0,0
415,1255386595198459904,Cc peleaban con Rugal y ponían a Roberto Carlos de delantero así o más putito el chamaco.,1,0,0,0,0
416,698587038304456704,"@teffyantonelita cada que alguien te discrimine, lencha, piensa que tú igual discriminas a todas las mujeres Trans que no veas ""ok"" TOMA TRH",0,1,0,1,0
